year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,canonical_tag,canonical_reason
2007,nissan,pathfinder,st r51,wagon,automatic,diesel,219273,7.0,VSKJVWR51A0275952,No plates,Unregistered,4,2.5,White,Black,Yes,Yes,No,No,Yes,qld,https://www.grays.com/lot/0001-50714682/motor-vehicles-motor-cycles/2007-nissan-pathfinder-st-r51-automatic-7-seats-wagon,"hood lining sagging
door card worn.
back seat stains.
airbag light on
dents or marks on body consistent with age and kilometres.
paint peeling various panels
large dent on lhf guard
large scuff on front bumper
paint fading various panels",unclassified,[out_of_scope]
2018,hyundai,tucson,highlander awd tl,wagon,automatic,petrol,210298,5.0,TMAJ3812WJJ642697,No plates,Unregistered,4,1.6,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,qld,https://www.grays.com/lot/0001-50714687/motor-vehicles-motor-cycles/2018-hyundai-tucson-highlander-awd-tl-automatic-wagon,"engine light on
engine idling rough
engine lacks power
dents or marks on body consistent with age and kilometres.
hail damage visible.
front seat worn rhf",unclassified,[out_of_scope]
2005,holden,rodeo,dx 2.4 ra,cab chassis,manual,petrol,332351,3.0,MPATFR32J5H583705,No plates,Unregistered,4,2.4,White,Grey,Yes,Yes,No,No,Yes,qld,https://www.grays.com/lot/0001-50714690/motor-vehicles-motor-cycles/2005-holden-rodeo-dx-2-4-ra-manual-cab-chassis,"engine light on
seat torn rhs, lhs,
door card worn.
engine idling rough
engine lacks power
front cracked bumper.
large dent on lhf guard plus door",unclassified,[out_of_scope]
2010,mitsubishi,outlander,ls zh,wagon,manual,petrol,350950,5.0,JMFXNCW5WBU000479,No plates,Unregistered,4,2.4,Dark Grey,Black,Yes,No,Yes,Partial,Yes,qld,https://www.grays.com/lot/0001-50714691/motor-vehicles-motor-cycles/2010-mitsubishi-outlander-ls-zh-manual-wagon,"engine oil leak
dents or marks on body consistent with age and kilometres.
front seat worn both,
back seat stains.
windscreen chipped or cracked.
body/panel damage front bumper plus bonnet,
large scratch on rhf guard, rhf door, lhr guard,
paint fading bonnet, roof, rear bumper,
damaged rear fog light",unclassified,[out_of_scope]
2013,suzuki,swift,sport fz,hatchback,cvt,petrol,122669,5.0,JSAFZC32S00104671,No plates,Unregistered,4,1.6,Red,Black,Yes,Yes,Yes,Partial,Yes,qld,https://www.grays.com/lot/0001-50714693/motor-vehicles-motor-cycles/2013-suzuki-swift-sport-fz-cvt-hatchback,"dents or marks on body consistent with age and kilometres.
paint peeling bonnet
paint fading rear spoiler",unclassified,[out_of_scope]
2017,land,rover,discovery sd4 hse series 5 td,wagon,automatic,diesel,75487,7.0,SALRA2AN6JA050500,No plates,Unregistered,4,2.0,Grey,Black Leather,Yes,No,Yes,Partial,No,qld,https://www.grays.com/lot/0001-50714705/motor-vehicles-motor-cycles/2017-land-rover-discovery-sd4-hse-series-5-td-auto-8-speed-7-seats-wagon,"flat battery. jump start or towing required
other warning light on
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2006,hyundai,tucson,elite,wagon,automatic,petrol,206173,5.0,KMHJN81DR7U500191,,Unregistered,6,2.7,Champagne,Multi,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050157/motor-vehicles-motor-cycles/2006-hyundai-tucson-elite-automatic-wagon,engine light on,unclassified,[out_of_scope]
2003,bmw,318i,e46,sedan,automatic,petrol,177796,5.0,WBAAZ72000NG18972,,Unregistered,4,2.0,Dark Blue,Beige Leather,Yes,No,No,No,Yes,sa,https://www.grays.com/lot/0001-60050159/motor-vehicles-motor-cycles/2003-bmw-318i-e46-automatic-sedan,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2008,mazda,cx-7,luxury,wagon,automatic,petrol,162638,5.0,JM0ER103190113915,,Unregistered,4,2.3,Black,Beige Leather,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050160/motor-vehicles-motor-cycles/2008-mazda-cx-7-luxury-automatic-wagon,"engine light on
engine idling rough",unclassified,[out_of_scope]
2010,bmw,3,series 335i m sport e93,convertible,automatic,petrol,127136,4.0,WBADX72050E241779,,Unregistered,6,3.0,Silver,Black Leather,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050161/motor-vehicles-motor-cycles/2010-bmw-3-series-convertible-335i-m-sport-e93-automatic-convertible,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2013,audi,a1,1.4 tfsi ambition 8x wovr-repairable,hatchback,automatic,petrol,113897,5.0,WAUZZZ8X2EB007933,,Unregistered,4,1.4,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050162/motor-vehicles-motor-cycles/2013-audi-a1-1-4-tfsi-ambition-8x-automatic-wovr-repairable,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2012,volkswagen,amarok,tdi420 trendline 2h t d dual cab,cab chassis,automatic,diesel,317141,5.0,WV1ZZZ2HZCA055236,,Unregistered,4,2.0,White,Multi,Yes,No,No,No,Yes,sa,https://www.grays.com/lot/0001-60050166/motor-vehicles-motor-cycles/2012-volkswagen-amarok-tdi420-trendline-2h-t-d-auto-dual-cab,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2011,jeep,grand,cherokee limited wk,wagon,automatic,diesel,207736,5.0,1C4RJFFM5CC191161,,Unregistered,6,3.0,Silver,Multi,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050167/motor-vehicles-motor-cycles/2011-jeep-grand-cherokee-limited-wk-turbo-diesel-automatic-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2016,mercedes,benz,e-class e200 elegance w212,sedan,automatic,petrol,164664,5.0,WDD2120482A745294,No plates,Unregistered,4,1.8,White,Black Leather,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050168/motor-vehicles-motor-cycles/2016-mercedes-benz-e-class-e200-elegance-w212-automatic-sedan,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2015,ford,kuga,titanium awd tf ii,wagon,automatic,diesel,213064,5.0,WF0AXXWPMAFC51766,,Unregistered,4,2.0,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050169/motor-vehicles-motor-cycles/2015-ford-kuga-titanium-awd-tf-ii-turbo-diesel-automatic-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2011,volkswagen,amarok,tdi400 trendline 2h dual cab,cab chassis,manual,diesel,335645,5.0,WV1ZZZ2HZB8079076,,Unregistered,4,2.0,Silver,Multi,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050170/motor-vehicles-motor-cycles/2011-volkswagen-amarok-tdi400-trendline-2h-turbo-diesel-manual-dual-cab,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2010,holden,colorado,4x4 lt-r 3.0 t d rc dual cab,cab chassis,manual,diesel,315510,5.0,MMMTFS85HAH510187,,Unregistered,4,3.0,White,Multi,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050171/motor-vehicles-motor-cycles/2010-holden-colorado-4x4-lt-r-3-0-t-d-rc-turbo-diesel-manual-dual-cab,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2013,mercedes,benz,ml500 w166,wagon,automatic,petrol,219232,5.0,WDC1660732A257394,,Unregistered,8,4.7,Other,Black Leather,Yes,Yes,No,No,Yes,sa,https://www.grays.com/lot/0001-60050172/motor-vehicles-motor-cycles/2013-mercedes-benz-ml500-w166-automatic-wagon,"engine light on
engine idling rough
engine noise observed.",unclassified,[out_of_scope]
2010,lexus,is,is350 prestige gse21r,sedan,automatic,petrol,155962,5.0,JTHBE262405025807,,Unregistered,6,3.5,Purple,Black Leather,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050173/motor-vehicles-motor-cycles/2010-lexus-is-is350-prestige-gse21r-automatic-sedan,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2015,toyota,hilux,4x4 sr5 gun126r dual cab,cab chassis,manual,diesel,279787,5.0,MR0HA3CDX00370678,,Unregistered,4,2.8,Silver,Multi,Yes,No,Yes,No,Yes,sa,https://www.grays.com/lot/0001-60050174/motor-vehicles-motor-cycles/2015-toyota-hilux-4x4-sr5-gun126r-turbo-diesel-manual-dual-cab,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2014,mitsubishi,lancer,es cj,sedan,cvt,petrol,188183,5.0,JMFSTCY4AEU005724,,Unregistered,4,2.0,Blue,Multi,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050175/motor-vehicles-motor-cycles/2014-mitsubishi-lancer-es-cj-cvt-sedan,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2017,holden,commodore,calais v calais-v zb 9,wagon,automatic,petrol,85767,5.0,W0VZT8ED9J1079369,,Unregistered,6,3.6,Dark Blue,Black Leather,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050176/motor-vehicles-motor-cycles/2017-holden-commodore-calais-v-calais-v-zb-9-auto-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2003,jeep,wrangler,sport tj,wagon,manual,petrol,289748,4.0,1J4F449S13P347255,,Unregistered,6,4.0,Dark Blue,Multi,Yes,No,No,No,Yes,sa,https://www.grays.com/lot/0001-60050177/motor-vehicles-motor-cycles/2003-jeep-wrangler-sport-tj-manual-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2016,toyota,kluger,4x4 gx gsu55r,wagon,automatic,petrol,120603,7.0,5TDBK3FH00S338724,,Unregistered,6,3.5,Pearl White,Black Leather,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050180/motor-vehicles-motor-cycles/2016-toyota-kluger-4x4-gx-gsu55r-automatic-7-seats-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2011,audi,q5,2.0 tdi quattro 8r,wagon,automatic,diesel,213473,5.0,WAUZZZ8R8CA031321,,Unregistered,4,2.0,White,Black Leather,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050181/motor-vehicles-motor-cycles/2011-audi-q5-2-0-tdi-quattro-8r-turbo-diesel-automatic-wagon,transmission requires attention strongly recommend inspection by qualified third party,unclassified,[out_of_scope]
2008,hyundai,i30,sx fd,hatchback,automatic,diesel,325753,5.0,KMHDB51TR8U111013,,Unregistered,4,1.6,Grey,Multi,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050182/motor-vehicles-motor-cycles/2008-hyundai-i30-sx-fd-turbo-diesel-automatic-hatchback,engine noise observed.,unclassified,[out_of_scope]
2008,toyota,corolla,ascent zre152r,hatchback,automatic,petrol,265891,5.0,JTNKU52E601069817,,Unregistered,4,1.8,Grey,Multi,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050183/motor-vehicles-motor-cycles/2008-toyota-corolla-ascent-zre152r-automatic-hatchback,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[disallowed_variant]
2013,suzuki,sx4,crossover 2wd nav gy,hatchback,cvt,petrol,182949,5.0,JSAGYA51S00501402,No plates,Unregistered,4,2.0,Silver,Multi,Yes,No,No,No,Yes,sa,https://www.grays.com/lot/0001-60050184/motor-vehicles-motor-cycles/2013-suzuki-sx4-crossover-2wd-nav-gy-cvt-hatchback,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2009,nissan,navara,st-x 4x4 king cab d40,ute,manual,diesel,422322,4.0,MNTNCUD40A0002346,,Unregistered,4,2.5,White,Multi,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050186/motor-vehicles-motor-cycles/2009-nissan-navara-st-x-4x4-king-cab-d40-turbo-diesel-manual-ute,engine idling rough,unclassified,[out_of_scope]
2012,mazda,3,neo bl,hatchback,manual,petrol,249570,5.0,JM0BL10F200373187,,Unregistered,4,2.0,Grey,Multi,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050187/motor-vehicles-motor-cycles/2012-mazda-3-neo-bl-manual-hatchback,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2016,hyundai,tucson,active x tl,wagon,manual,petrol,220355,5.0,KMHJ3814LHU200630,,Unregistered,4,2.0,Blue,Black Leather,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050188/motor-vehicles-motor-cycles/2016-hyundai-tucson-active-x-tl-manual-wagon,engine noise observed.,unclassified,[out_of_scope]
2008,ford,territory,tx sy,wagon,automatic,petrol,277734,5.0,6FPAAAJGAT8A60499,,Unregistered,6,4.0,Multi,Multi,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050189/motor-vehicles-motor-cycles/2008-ford-territory-tx-sy-automatic-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2014,bmw,x5,xdrive 30d f15,wagon,automatic,diesel,231212,5.0,WBAKS420300J41388,,Unregistered,6,3.0,White,Black Leather,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050190/motor-vehicles-motor-cycles/2014-bmw-x5-xdrive-30d-f15-turbo-diesel-automatic-8-speed-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2011,holden,cruze,sri-v jh,sedan,automatic,petrol,170711,5.0,6G1PE5E82BL587178,,Unregistered,4,1.4,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050191/motor-vehicles-motor-cycles/2011-holden-cruze-sri-v-jh-automatic-sedan,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2012,mazda,6,touring gh,wagon,automatic,petrol,187742,5.0,JM0GH105200224728,,Unregistered,4,2.5,Other,Black Leather,Yes,No,No,No,Yes,sa,https://www.grays.com/lot/0001-60050192/motor-vehicles-motor-cycles/2012-mazda-6-touring-gh-automatic-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2011,bmw,x5,xdrive 30d e70 lci t d,wagon,automatic,diesel,155269,7.0,WBAZW42050L793379,,Unregistered,6,3.0,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050194/motor-vehicles-motor-cycles/2011-bmw-x5-xdrive-30d-e70-lci-t-d-auto-8-speed-7-seats-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2013,honda,cr-v,2wd vti rm,wagon,automatic,petrol,198849,5.0,MRHRM1850EP040375,,Unregistered,4,2.0,Grey,Multi,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050196/motor-vehicles-motor-cycles/2013-honda-cr-v-2wd-vti-rm-automatic-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2014,honda,cr-v,4wd dti-l rm,wagon,automatic,diesel,227461,5.0,SHSRE6860EU401115,,Unregistered,4,2.2,Silver,Black Leather,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050197/motor-vehicles-motor-cycles/2014-honda-cr-v-4wd-dti-l-rm-turbo-diesel-automatic-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2009,subaru,forester,x s3,wagon,manual,petrol,228897,5.0,JF2SH9KK4AG037638,,Unregistered,4,2.5,Silver,Multi,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050198/motor-vehicles-motor-cycles/2009-subaru-forester-x-s3-manual-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2013,jeep,grand,cherokee limited wk,wagon,automatic,diesel,174018,5.0,1C4RJFFM5EC295264,,Unregistered,6,3.0,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050199/motor-vehicles-motor-cycles/2013-jeep-grand-cherokee-limited-wk-turbo-diesel-automatic-8-speed-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2004,holden,statesman,wl,sedan,automatic,petrol,233699,5.0,6G1LY54F85L382264,,Unregistered,8,5.7,White,Grey,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050200/motor-vehicles-motor-cycles/2004-holden-statesman-wl-automatic-sedan,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2008,mitsubishi,lancer,es cj,sedan,cvt,petrol,188209,5.0,JMFSTCY4A8U008923,,Unregistered,4,2.0,Black,Mint,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050202/motor-vehicles-motor-cycles/2008-mitsubishi-lancer-es-cj-cvt-sedan,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2013,renault,master,lwb mid roof wovr-repairable,van,automatic,diesel,186809,3.0,VF1MAF5FED0681305,No plates,Unregistered,4,2.3,White,Multi,Yes,No,Yes,No,Yes,sa,https://www.grays.com/lot/0001-60050204/motor-vehicles-motor-cycles/2013-renault-master-lwb-mid-roof-turbo-diesel-wovr-repairable,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2017,volkswagen,golf,alltrack 135tdi premium a7,wagon,automatic,diesel,195142,5.0,WVWZZZAUZJP565404,No plates,Unregistered,4,2.0,Silver,Black Leather,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050205/motor-vehicles-motor-cycles/2017-volkswagen-golf-alltrack-135tdi-premium-a7-turbo-diesel,engine noise observed.,unclassified,[out_of_scope]
2005,toyota,yaris,yr ncp90r,hatchback,manual,petrol,222317,5.0,JTDJW923505011061,,Unregistered,4,1.3,White,Multi,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050207/motor-vehicles-motor-cycles/2005-toyota-yaris-yr-ncp90r-manual-hatchback,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2011,ford,ranger,xl 4x2 pk dual cab,cab chassis,automatic,diesel,393730,5.0,MNALSFE90BW930827,,Unregistered,4,3.0,White,Multi,Yes,Yes,No,No,Yes,sa,https://www.grays.com/lot/0001-60050208/motor-vehicles-motor-cycles/2011-ford-ranger-xl-4x2-pk-turbo-diesel-automatic-dual-cab,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2017,jeep,grand,cherokee laredo (4x4) wk,wagon,automatic,petrol,90781,5.0,1C4RJFEG5HC859320,,Unregistered,6,3.6,White,Multi,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050209/motor-vehicles-motor-cycles/2017-jeep-grand-cherokee-laredo-4x4-wk-automatic-8-speed-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2013,mazda,cx-5,maxx sport ke,wagon,automatic,diesel,257495,5.0,JM0KE102100201120,,Unregistered,4,2.2,Grey,Multi,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050210/motor-vehicles-motor-cycles/2013-mazda-cx-5-maxx-sport-ke-turbo-diesel-automatic-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
