year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,final_price,final_bids,date_sold,status,bids,price,sale_price,time_remaining_or_date_sold
2015.0,Honda,Odyssey,VTi-L CVT 7 Seats People Mover,People Mover,7,2015-04,2015-06,JHMRC1850FC201453,1EU6YO,VIC,25-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.4,Petrol,CVT,138435,km,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045981/motor-vehicles-motor-cycles/2015-honda-odyssey-vti-l-cvt-7-seats-people-mover,"Dents or marks on body consistent with age and kilometres.
Large Scuff on Driver side panel
Medium Scratch on Rear","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Parking Assist System, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 19 (342432)",,,2025-03-27,sold,167.0,"$14,200","$14,200",
2015.0,Honda,Odyssey,VTi-L CVT 7 Seats People Mover,People Mover,7,2015-06,2015-07,JHMRC1850FC202964,1FL8MT,VIC,11-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.4,Petrol,CVT,276330,km,Charcoal,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054143/motor-vehicles-motor-cycles/2015-honda-odyssey-vti-l-cvt-7-seats-people-mover,"Door card Worn.
Glovebox Marks
Dents or marks on body consistent with age and kilometres.
Marks in boot
Medium Dent on Boot door
Large Scratch on RH passenger door onto back RH quarter panel
Medium Scratch on Driver door
Medium Scratch on RH side mirror
Medium Scuff on LH back quarter panel
Large Scratch on Front bumper","Air Conditioning, Bluetooth Capability, CD Player, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Parking Assist System, Power Steering, Reversing Camera, Sunroof, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 209A (355076)",,,2025-08-12,sold,109.0,"$9,009","$9,009",
2015.0,Honda,Odyssey,VTi-L CVT 7 Seats People Mover,People Mover,7,2015-09,2015-10,JHMRC1850FC204803,DBM08V,NSW,"Sold Unregistered, Without Plates",0.0,4,2.4,Petrol,CVT,129885,km,Silver,Black Leather,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10910686/motor-vehicles-motor-cycles/2015-honda-odyssey-vti-l-cvt-7-seats-people-mover,Dents or marks on body consistent with age and kilometres.,"Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Sunroof, Third Row Seat, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,2025-04-06,sold,73.0,"$13,700","$13,700",
2022.0,Honda,HR-V,Vi X RV CVT Wagon,Wagon,5,2022-05,2022-07,JHMRV3800NS201327,2BR7SU,VIC,24-03-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,1.5,Petrol,CVT,57458,km,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045556/motor-vehicles-motor-cycles/2022-honda-hr-v-vi-x-rv-cvt-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite Navigation System, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 729 (341611)",,,2025-03-23,sold,231.0,"$24,600","$24,600",
2011.0,Honda,CR-Z,Sport Manual Hatchback,Hatchback,4,2011-10,2011-11,JHMZF1340CS200245,YVP360,VIC,07-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,1.5,Petrol,Manual,144527,km,Grey,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21054638/motor-vehicles-motor-cycles/2011-honda-cr-z-sport-manual-hatchback,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, CD Player, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 339 (353205)",,,2025-08-19,sold,61.0,"$4,801","$4,801",
2016.0,Kawasaki,Ninja,300 Motorcycle,,,,,JKAEX8B18GDA31650,,,,,,300cc,,,,km,,,Yes,No,,No,Yes,,https://www.grays.com/lot/0001-9060264/motor-vehicles-motor-cycles/2016-kawasaki-ninja-300-motorcycle,,,,,2025-06-05,sold,234.0,"$2,840","$2,840",
2006.0,Kawasaki,GPX250R,Motorcycle,,,,,JKAEXMF116DA22855,,,,,,248cc,,,,km,,,Yes,Yes,,No,Yes,,https://www.grays.com/lot/0001-9060254/motor-vehicles-motor-cycles/2006-kawasaki-gpx250r-motorcycle,,,,,2025-06-09,sold,158.0,"$2,001","$2,001",
2005.0,Kawasaki,GPX,Motorcycle,,,,,JKAEXMF196DA19704,,,,,,250,,,,km,,,Yes,No,,No,Yes,,https://www.grays.com/lot/0001-9062327/motor-vehicles-motor-cycles/2005-kawasaki-gpx-motorcycle,,,,,2025-08-05,sold,11.0,$709,$709,
2012.0,Kawasaki,Ninja,Motorcycle,,,,,JKAEXMJ11CDAC6127,,,,,,250,,,,km,,,No,,,No,No,,https://www.grays.com/lot/0001-9057604/motor-vehicles-motor-cycles/2012-kawasaki-ninja-motorcycle,,,,,2025-03-12,sold,7.0,$650,$650,
2012.0,Kawasaki,Ninja,Motorcycle,,,,,JKAEXMJ13CDAC6209,,,,,,250,,,,km,,,Yes,No,,No,No,,https://www.grays.com/lot/0001-9060307/motor-vehicles-motor-cycles/2012-kawasaki-ninja-motorcycle,,,,,2025-06-08,sold,7.0,$509,$509,
2012.0,Kawasaki,Ninja,Motorcycle,,,,,JKAEXMJ19CDAB2377,,,,,,,,,,km,,,Yes,No,,No,No,,https://www.grays.com/lot/0001-9061473/motor-vehicles-motor-cycles/2012-kawasaki-ninja-motorcycle,,,,,2025-07-15,sold,2.0,$109,$109,
2006.0,Kawasaki,,Motorcycle,,,,,JKAKXGDC56A006145,,,,,,,,,,km,,,No,No,,No,No,,https://www.grays.com/lot/0001-9058295/motor-vehicles-motor-cycles/2006-kawasaki-unknown-motorcycle,,,,,2025-03-31,sold,11.0,"$1,500","$1,500",
,KX450F,Motorcycle,,,,,,JKAKXGEC1BA018630,,,,,,,,,,km,,,No,No,,No,Yes,,https://www.grays.com/lot/0001-9059276/motor-vehicles-motor-cycles/kawasaki-kx450f-motorcycle,,,,,2025-05-06,sold,21.0,"$2,009","$2,009",
2009.0,Kawasaki,KX,Motorcycle,,,,,JKAKXGEC49A002528,,,,,,,,,,km,,,No,No,,No,Yes,,https://www.grays.com/lot/0001-9062934/motor-vehicles-motor-cycles/2009-kawasaki-kx-motorcycle,,,,,2025-08-25,sold,25.0,"$2,100","$2,100",
2012.0,Kawasaki,KX,Motorcycle,,,,,JKAKXGFC2CA001979,,,,,,,,,,km,,,No,No,,No,Yes,,https://www.grays.com/lot/0001-9062326/motor-vehicles-motor-cycles/2012-kawasaki-kx-motorcycle,,,,,2025-08-05,sold,28.0,"$3,000","$3,000",
2014.0,Kawasaki,,Motorcycle,,,,,JKAKXGFC7EA027531,,,,,,,,,,km,,,No,No,,No,No,,https://www.grays.com/lot/0001-9058068/motor-vehicles-motor-cycles/2014-kawasaki-unknown-motorcycle,,,,,2025-03-25,sold,195.0,"$2,050","$2,050",
2016.0,Kawasaki,KX,Motorcycle,,,,,JKAKXGHC9GA002601,,,,,,,,,,km,,,No,No,,No,No,,https://www.grays.com/lot/0001-9058059/motor-vehicles-motor-cycles/2016-kawasaki-kx-motorcycle,,,,,2025-03-25,sold,244.0,"$2,289","$2,289",
2022.0,Kawasaki,KX,Motorcycle,,,,,JKAKXGJC1NA026401,,,,,,450,,,,km,,,No,No,,No,Yes,,https://www.grays.com/lot/0001-9058390/motor-vehicles-motor-cycles/2022-kawasaki-kx-motorcycle,,,,,2025-04-03,sold,38.0,"$4,000","$4,000",
2021.0,Kawasaki,KX,Motorcycle,,,,,JKAKXGKC3MA000329,,,,,,450XC,,,,km,,,No,No,,No,Yes,,https://www.grays.com/lot/0001-9063295/motor-vehicles-motor-cycles/2021-kawasaki-kx-motorcycle,,,,,2025-09-07,sold,52.0,"$4,009","$4,009",
2012.0,Kawasaki,Motorcycle,,,,,,JKAKXGP01CA002315,,,,,,,,,,km,,,No,No,,No,No,,https://www.grays.com/lot/0001-9058104/motor-vehicles-motor-cycles/2012-kawasaki-motorcycle,,,,,2025-03-26,sold,26.0,"$1,809","$1,809",
,Rolling,chassis,Motorcycle,,,,,JKAKXMTC78A009275,,,,,,,,,,km,,,,,,,,,https://www.grays.com/lot/0001-9059284/motor-vehicles-motor-cycles/kawasaki-rolling-chassis-motorcycle,,,,,2025-05-06,sold,6.0,$709,$709,
2013.0,Honda,,Motorcycle,,,,,JKAKXMZC8DA001387,,,,,,,,,,km,,,No,No,,No,No,,https://www.grays.com/lot/0001-9060759/motor-vehicles-motor-cycles/2013-honda-unknown-motorcycle,,,,,2025-06-22,sold,31.0,"$1,950","$1,950",
,Dirt,Bike,,,,,,JKAKXTB19PA003022,,,,,,,,,,km,,,,,,,,,https://www.grays.com/lot/0008-9057730/motor-vehicles-motor-cycles/green-black-dirt-bike,,,,,2025-04-08,sold,70.0,$800,$800,
2006.0,Kawasaki,GPX,Motorcycle,,,,,JKALXMF186DA27258,,,,,,,,,,km,,,Yes,No,,No,Yes,,https://www.grays.com/lot/0001-9062003/motor-vehicles-motor-cycles/2006-kawasaki-gpx-motorcycle,,,,,2025-07-28,sold,14.0,"$1,309","$1,309",
2009.0,Kawasaki,Ninja,Motorcycle,,,,,JKALXMJ129DA42303,,,,,,,,,,km,,,No,No,,No,No,,https://www.grays.com/lot/0001-9062679/motor-vehicles-motor-cycles/2009-kawasaki-ninja-motorcycle,,,,,2025-08-18,sold,11.0,$809,$809,
2017.0,Kawaski,KLX2350,Motorcycle,,,,,JKALXMT19JDA16757,,,,,,250 CC,,,,km,,,,,,,,,https://www.grays.com/lot/0001-21046615/motor-vehicles-motor-cycles/2017-kawaski-klx2350-motorcycle,,,,,2025-04-08,sold,27.0,"$2,110","$2,110",
2021.0,Kawasaki,KLX,Motorcycle,,,,,JKALXSC39MDAE1888,,,,,,110,,,,km,,,No,No,,No,Yes,,https://www.grays.com/lot/0001-9060303/motor-vehicles-motor-cycles/2021-kawasaki-klx-motorcycle,,,,,2025-06-08,sold,23.0,"$1,809","$1,809",
2021.0,Kawasaki,KLX,Motorcycle,,,,,JKALXSD37MDAE2228,,,,,,110,,,,km,,,No,No,,No,Yes,,https://www.grays.com/lot/0001-9062082/motor-vehicles-motor-cycles/2021-kawasaki-klx-motorcycle,,,,,2025-07-29,sold,23.0,"$2,100","$2,100",
2006.0,Kawasaki,VN900B,Motorcycle,,,,,JKAVN2B1X7A017198,,,,,,900,,,,km,,,Yes,No,,No,Yes,,https://www.grays.com/lot/0001-9060823/motor-vehicles-motor-cycles/2006-kawasaki-vn900b-motorcycle,,,,,2025-06-23,sold,18.0,"$1,109","$1,109",
2007.0,Kawasaki,ZR1000B,Motorcycle,,,,,JKAZRCB187A005966,,,,,,1000,,,,km,,,No,No,,No,No,,https://www.grays.com/lot/0001-9057893/motor-vehicles-motor-cycles/2007-kawasaki-zr1000b-motorcycle,,,,,2025-03-19,sold,190.0,"$1,520","$1,520",
2002.0,Kawasaki,,Motorcycle,,,,,JKAZX2F122A002550,,,,,,,,,,km,,,Yes,No,,No,No,,https://www.grays.com/lot/0001-9060301/motor-vehicles-motor-cycles/2002-kawasaki-unknown-motorcycle,,,,,2025-06-08,sold,6.0,$509,$509,
2004.0,Kawasaki,ZZR600,Motorcycle,,,,,JKAZX4E175A081098,,,,,,,,,,km,,,No,No,,No,No,,https://www.grays.com/lot/0001-9062927/motor-vehicles-motor-cycles/2004-kawasaki-zzr600-motorcycle,,,,,2025-08-25,sold,6.0,$509,$509,
,Zx-6R,Manual,Motorbike,,2,Unable to locate,2007-04,JKAZX4P177A016509,No plates,,"Sold Unregistered, Without Plates",,2,0.6,Petrol,Manual,41678,km,Green,Black,Yes,No,No,No,No,NSW,https://www.grays.com/lot/0001-10347603/motor-vehicles-motor-cycles/kawasaki-zx-6r-manual-motorbike,"Dents or marks on body consistent with age and kilometres.
Flat Battery. Jump start or towing required
Brakes require attention, Recommend towing on collection","Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 330",,,2025-03-11,sold,11.0,"$2,400","$2,400",
2006.0,Kawasaki,ZX,Motorcycle,,,,,JKAZXCD197A024674,,,,,,1000,,,,km,,,No,No,,No,No,,https://www.grays.com/lot/0001-9061741/motor-vehicles-motor-cycles/2006-kawasaki-zx-motorcycle,,,,,2025-07-22,sold,15.0,"$1,409","$1,409",
2015.0,Kawasaki,Ninja,ZX Motorcycle - WOVR INSPECTED,,,,,JKAZXCM18GA008448,,,,,,1000,,,,km,,,Yes,No,,No,Yes,,https://www.grays.com/lot/0001-9058646/motor-vehicles-motor-cycles/2015-kawasaki-ninja-zx-motorcycle-wovr-inspected,,,,,2025-04-15,sold,27.0,"$4,100","$4,100",
1993.0,Kawasaki,ZXR750,"– Rare Race Heritage Model, 27002 km indicated",,,,,JKAZXDL13PA006856,,,,,,750,,,,km,,,,,,,,,https://www.grays.com/lot/0001-21054838/motor-vehicles-motor-cycles/1993-kawasaki-zxr750-rare-race-heritage-model-27002-km-indicated,,,,,2025-08-25,sold,60.0,"$5,600","$5,600",
2017.0,Kawasaki,KX,Motorcycle,,,,,JKBKXTAC2HA001807,,,,,,250,,,,km,,,No,No,,No,Yes,,https://www.grays.com/lot/0001-9061722/motor-vehicles-motor-cycles/2017-kawasaki-kx-motorcycle,,,,,2025-07-22,sold,53.0,"$3,200","$3,200",
2022.0,Kawasaki,KX,"250 Solo seater Off Road, Couldn't Read km indicated",,Solo,,,JKBKXTCC3NA011478,0644k,,,1.0,1,250,,,,km,,,No,No,No,,No,,https://www.grays.com/lot/0001-21050815/motor-vehicles-motor-cycles/2022-kawasaki-kx-250-solo-seater-off-road-couldn-t-read-km-indicated,,"Electric Start,, Location: VIC - 140-152 National Drive, Dandenong South, Key No: 808",,,2025-06-19,sold,33.0,"$5,000","$5,000",
0.0,Kawasaki,KX250,Motorcycle,,,,,JKBKXTCC6RA036056,,,,,,,,,,km,,,No,No,,No,Yes,,https://www.grays.com/lot/0001-9060824/motor-vehicles-motor-cycles/0000-kawasaki-kx250-motorcycle,,,,,2025-06-23,sold,63.0,"$6,300","$6,300",
,FUSO.,ROSA,BUS Manual 22 Seats Bus,,22,Unable to locate,2011-11,JLFBE64DJ0RF10517,BN93EB,NSW,"7/12/2025 NSW Brown slip - Registration will only be transferred to the registered bidder who must hold a NSW Licence, otherwise, vehicle will be sold unregistered",0.0,4,4899,Turbo Diesel,Manual - 5 Speed,424937,km,White,Tan,Yes,Yes,No,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911372/motor-vehicles-motor-cycles/mitsubishi-fuso-rosa-bus-manual-22-seats-bus,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Left rear back sill","Air conditioning, Central locking, Power steering, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,2025-06-09,sold,150.0,"$11,500","$11,500",
2012.0,Mitsubishi,Rosa,BE600 4 x 2 Bus,,,,,JLFBE64DJ0RH10020,,,,,,,Diesel,,,km,,,Yes,No,,No,Yes,,https://www.grays.com/lot/0001-60048854/motor-vehicles-motor-cycles/2012-mitsubishi-rosa-be600-4-x-2-bus,,,,,2025-09-08,sold,103.0,"$16,500","$16,500",
2015.0,Mitsubishi,Fuso,RWD Automatic Pantech Truck,,,2015,,JLFFEB21E0KJ20549,D933K0,NSW,16/3/25,2.0,4,2L,Diesel,Automatic,"99,518",km,White,Grey,Yes,Yes,Yes,Yes/Partial,,,https://www.grays.com/lot/0001-5059432/motor-vehicles-motor-cycles/2015-mitsubishi-fuso-rwd-automatic-pantech-truck,"Comment:
Interior Damage: Good
Exterior Damage: Good","ABS Brakes,, Air Conditioning, Bluetooth Capability, Climate Control",,,2025-03-12,sold,198.0,"$17,100","$17,100",
1999.0,Mazda,323,Protege Shades BJ Automatic Sedan,Sedan,5,1999-09,1999-12,JM0BJ10M100114089,QAK219,VIC,20-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,1.6,Petrol,Automatic,289826,km,Red,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21048219/motor-vehicles-motor-cycles/1999-mazda-323-protege-shades-bj-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Paint peeling and fading Around the car","Air Conditioning, CD Player, Central Locking, Driver Airbag, Power Steering, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 228 (345585)",,,2025-05-07,sold,7.0,$609,$609,
2000.0,Mazda,323,Astina BJ Automatic Hatchback,Hatchback,5,2000-10,2000-11,JM0BJ10M100125818,CF98ST,NSW,"Sold Unregistered, Without Plates",,4,1.6,Petrol,Automatic,189079,km,Blue,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349035/motor-vehicles-motor-cycles/2000-mazda-323-astina-bj-automatic-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth capability, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 599",,,2025-06-10,sold,4.0,$309,$309,
2001.0,Mazda,323,Astina BJ Automatic Hatchback,Hatchback,5,2001-01,2001-02,JM0BJ10M200200331,1GLS040,WA,22-04-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4,1.6,Petrol,Automatic,235576,km,Gold,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9058481/motor-vehicles-motor-cycles/2001-mazda-323-astina-bj-automatic-hatchback,"Engine idling rough
Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Medium Scuff on Various panels
Both (disjointed) Cracked bumper.
Paint peeling Various panels","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 37E",,,2025-04-08,sold,13.0,$800,$800,
2001.0,Mazda,323,Astina Automatic,,5,01/2001,05/2001,JM0BJ10M200200442,,,"Sold Unregistered, Without Plates",,No_of_Cylinders_UNDEFINED,,,Automatic,"210,921 Kms",km,Gold,Grey,,,,,,QLD,https://www.grays.com/lot/0001-50712221/motor-vehicles-motor-cycles/2001-mazda-323-astina-automatic,Exterior Damage: Scratches.;,,,,2025-07-01,sold,12.0,"$1,109","$1,109",
2001.0,Mazda,323,1.6 BJ Automatic Sedan,Sedan,5.0,2001-05,2001-06,JM0BJ10M200205552,,,"Sold Unregistered, Without Plates",2.0,4,1.6,Petrol,Automatic,234104,km,Gold,Grey,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517106/motor-vehicles-motor-cycles/2001-mazda-323-1-6-bj-automatic-sedan,"Engine Oil Leak
Dents or marks on body consistent with age and kilometres.
Front Seat worn Both
Controls Missing lhf door handle
Controls inoperable Lhf window winder
Large Dent on lhr door, lhf guard
Large Scuff on lhr bumper, lhf bumper
Paint fading various panels","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, Power Steering, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-508 GV360751",,,,sold,4.0,309.0,309.0,
