year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,bids,price,time_remaining_or_date_sold,referral_reason,status
2009.0,Nissan,Navara,ST-X (4x4) D40 Turbo Diesel Automatic Dual Cab,Dual Cab,5.0,2009-05,2009-07,VSKCVND40A0351832,BLI97J,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.5,Diesel,Automatic,241303,km,Brown,Black,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10911613/motor-vehicles-motor-cycles/2009-nissan-navara-st-x-4x4-d40-turbo-diesel-automatic-dual-cab,"Paint fading Roof, tops of doors,
Dents or marks on body consistent with age and kilometres.","Air conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Nudge bar, Power Steering, Reversing camera, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,"Paint fading Roof, tops of doors,
Dents or marks on body consistent with age and kilometres.",referred
2017.0,Kia,Cerato,Sport YD Automatic Hatchback,Hatchback,5.0,2017-06,2017-07,KNAFK517MJ5736574,DPH68K,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,Automatic,218601,km,White,Black,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10911616/motor-vehicles-motor-cycles/2017-kia-cerato-sport-yd-automatic-hatchback,"Medium Scratch on Left rear quarter
Light hail damage visible.","Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Satellite navigation system, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",89.0,,,"Medium Scratch on Left rear quarter
Light hail damage visible.",referred
2013.0,Mazda,3,Neo BL Automatic Sedan,Sedan,5.0,2013-08,2013-08,JM0BL10F200435074,FPN89R,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,Automatic,135336,km,Blue,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911617/motor-vehicles-motor-cycles/2013-mazda-3-neo-bl-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Seat Torn Drivers
Medium Dent on Left rear quarter","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",48.0,,,"Dents or marks on body consistent with age and kilometres.
Seat Torn Drivers
Medium Dent on Left rear quarter",referred
2017.0,Ford,EVEREST,TREND 4WD UA Turbo Diesel Automatic Wagon,Wagon,5.0,2017-09,2017-10,MNAAXXMAWAHC43071,DSQ58V,NSW,"Sold Unregistered, Without Plates",0.0,5.0,3.2,Diesel,Automatic,226706,km,Dark Grey,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911618/motor-vehicles-motor-cycles/2017-ford-everest-trend-4wd-ua-turbo-diesel-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Bluetooth Capability, Bull bar, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Satellite navigation system, Third Row Seat, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2011.0,Mitsubishi,Challenger,LS (4x4) PB Turbo Diesel Automatic Wagon,Wagon,5.0,2011-12,2012-02,MMAGYKH40CF001421,CEO80X,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.5,Diesel,Automatic,205993,km,Brown,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911620/motor-vehicles-motor-cycles/2011-mitsubishi-challenger-ls-4x4-pb-turbo-diesel-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bull bar, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2004.0,Ford,Focus,CL LR Automatic Sedan,Sedan,5.0,2004-10,2005-01,WF0FXXWPDF4Y85607,DN29XM,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,Automatic,150887,km,Silver,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911621/motor-vehicles-motor-cycles/2004-ford-focus-cl-lr-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Paint fading Roof, boot, tops of roof rails,","Air conditioning, CD Player, Central Locking, Driver Airbag, Power Steering, Roof Rail, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,"Dents or marks on body consistent with age and kilometres.
Paint fading Roof, boot, tops of roof rails,",referred
2010.0,Mitsubishi,Lancer,ES CJ Manual Sedan,Sedan,5.0,2010-06,2010-07,JMFSNCY4AAU004737,BG44HV,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,Manual,224222,km,Blue,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911622/motor-vehicles-motor-cycles/2010-mitsubishi-lancer-es-cj-manual-sedan,"Paint peeling On bonnet, roof, boot, tops of all doors, guards, rear bumper,
Dents or marks on body consistent with age and kilometres.","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,"Paint peeling On bonnet, roof, boot, tops of all doors, guards, rear bumper,
Dents or marks on body consistent with age and kilometres.",referred
2020.0,LDV,D90,4WD Executive Turbo Diesel Automatic - 8 Speed 7 Seats Wagon,Wagon,7.0,2020-02,2020-04,LSFA431C3LA047856,FEZ97W,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2,Diesel,Automatic - 8 Speed,63029,km,White,Black Leather,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911623/motor-vehicles-motor-cycles/2020-ldv-d90-4wd-executive-turbo-diesel-automatic-8-speed-7-seats-wagon,"Engine light ON
Flat Battery. Jump start or towing required","Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Sunroof, Third Row Seat, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,"Engine light ON
Flat Battery. Jump start or towing required",referred
2005.0,Toyota,Hilux,SR (4x4) KUN26R Turbo Diesel Manual Dual Cab,Dual Cab,5.0,2005-04,2005-05,MR0FZ22G001001165,AF65NF,NSW,"Sold Unregistered, Without Plates",0.0,4.0,3,Diesel,Manual,329832,km,White,Grey,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10911625/motor-vehicles-motor-cycles/2005-toyota-hilux-sr-4x4-kun26r-turbo-diesel-manual-dual-cab,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Right guard
Corrosion visible Around vehicle","Air conditioning, Bull Bar, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Right guard
Corrosion visible Around vehicle",referred
2000.0,Toyota,Hiace,Commuter RZH125R Manual 7 Seats Bus,Bus,7.0,2000-10,2000-11,JT743UHC704004750,QVK015,VIC,22-02-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.4,Petrol,Manual,148251,km,White,Grey,Yes,No,No,Yes - Print Out.,Yes,VIC,https://www.grays.com/lot/0001-21051099/motor-vehicles-motor-cycles/2000-toyota-hiace-commuter-rzh125r-manual-7-seats-bus,"Front Seat worn.
Dents or marks on body consistent with age and kilometres.
Large Scratch on Various parts of panel
Corrosion visible Various parts of panel","Central Locking, Power Steering, Third Row Seat, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1218A (346340)",0.0,,,"Front Seat worn.
Dents or marks on body consistent with age and kilometres.
Large Scratch on Various parts of panel
Corrosion visible Various parts of panel",referred
2016.0,Kia,Carnival,Platinum YP Automatic 8 Seats People Mover,People Mover,8.0,2016-11,2016-10,KNAMC811MH6287244,1JV2ZT,VIC,13-04-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3.3,Petrol,Automatic,161017,km,Silver,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051205/motor-vehicles-motor-cycles/2016-kia-carnival-platinum-yp-automatic-8-seats-people-mover,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 398 (350556)",0.0,,,Dents or marks on body consistent with age and kilometres.,referred
2006.0,Toyota,Corolla,Ascent ZZE122R Manual Hatchback,Hatchback,5.0,2006-12,2006-12,JTDKR22EX00283199,UOO184,VIC,11-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.8,Petrol,Manual,224723,km,Blue,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051224/motor-vehicles-motor-cycles/2006-toyota-corolla-ascent-zze122r-manual-hatchback,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 960 (350402)",0.0,,,Dents or marks on body consistent with age and kilometres.,referred
2014.0,Jeep,Cherokee,LIMITED 4X4 KL 9 auto Wagon,Wagon,5.0,2014-11,2015-01,1C4PJMHS7FW597923,AEA603,VIC,27-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3.2,Petrol,Automatic,150624,km,Silver,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051229/motor-vehicles-motor-cycles/2014-jeep-cherokee-limited-4x4-kl-9-auto-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, N/I, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 367 (350401)",0.0,,,Dents or marks on body consistent with age and kilometres.,referred
2010.0,Mitsubishi,Triton,4X2 GLX MN Turbo Diesel Automatic Dual Cab,Dual Cab,5.0,2010-02,2010-03,MMAJRKA40AD012360,XRW641,VIC,30-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.5,Diesel,Automatic,304596,km,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051267/motor-vehicles-motor-cycles/2010-mitsubishi-triton-4x2-glx-mn-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Rear drivers side
Medium Scratch on front bumper
Corrosion visible around the car
Medium Dent on rear tail gate","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 373 (350466)",0.0,,,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Rear drivers side
Medium Scratch on front bumper
Corrosion visible around the car
Medium Dent on rear tail gate",referred
2011.0,Nissan,Dualis,Ti (4x2) J10 CVT Wagon,Wagon,5.0,2011-07,2011-09,SJNFBAJ10A2342000,1JV5EE,VIC,21-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2,Petrol,CVT,203117,km,Silver,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051268/motor-vehicles-motor-cycles/2011-nissan-dualis-ti-4x2-j10-cvt-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 234 (350727)",0.0,,,Dents or marks on body consistent with age and kilometres.,referred
2012.0,Nissan,Navara,DUAL CAB RX 4X2 D40 Turbo Diesel Automatic Dual Cab,Dual Cab Chassis,5.0,2012-11,2013-01,MNTVCGD40A0003866,1WR5PE,VIC,"Sold Unregistered, Without Plates.",,4.0,2.5,Diesel,Automatic,261941,km,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051279/motor-vehicles-motor-cycles/2012-nissan-navara-dual-cab-rx-4x2-d40-turbo-diesel-automatic-dual-cab,"Paint peeling Bonnet
Medium Dent on rear drivers and paint removed
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Front drivers","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof Racks, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 469 (350490)",22.0,,,"Paint peeling Bonnet
Medium Dent on rear drivers and paint removed
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Front drivers",referred
2007.0,Audi,All,Road C6 Turbo Diesel Automatic Wagon,Wagon,5.0,2007-05,2007-08,WAUZZZ4F27N170080,ZID626,VIC,19-10-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3,Diesel,Automatic,261455,km,Silver,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051284/motor-vehicles-motor-cycles/2007-audi-all-road-c6-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various
Engine light ON","Air Conditioning, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 791 (350397)",0.0,,,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various
Engine light ON",referred
2014.0,Nissan,Qashqai,TI J11 II CVT Wagon,Wagon,5.0,2014-05,2014-08,SJNFBAJ11A1113166,2AO7AC,VIC,Current - 17/07/2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2,Petrol,CVT,173471,km,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051287/motor-vehicles-motor-cycles/2014-nissan-qashqai-ti-j11-ii-cvt-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 604 (350599)",0.0,,,Dents or marks on body consistent with age and kilometres.,referred
2004.0,Ford,Territory,TX (RWD) SX Automatic 7 Seats Wagon (WOVR-INSPECTED),Wagon,7.0,2004-10,2004-10,6FPAAAJGAT4Y68596,XRA609,VIC,23-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,4,Petrol,Automatic,255233,km,Silver,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21051288/motor-vehicles-motor-cycles/2004-ford-territory-tx-rwd-sx-automatic-7-seats-wagon-wovr-inspected,"Large Scuff on Various
Dents or marks on body consistent with age and kilometres.
Large Scratch on Various
Body/panel damage Various
Large Dent on Various
Boot Door not Working
Other Warning light ON","Air Conditioning, CD Player, Central Locking, 660, Driver Airbag, Electric Windows, Park Distance Control Rear, Power Steering, Roof Rail, 1795, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 713 (350375)",0.0,,,"Large Scuff on Various
Dents or marks on body consistent with age and kilometres.
Large Scratch on Various
Body/panel damage Various
Large Dent on Various
Boot Door not Working
Other Warning light ON",referred
2017.0,Holden,Captiva,7 LS 2WD CG II Turbo Diesel Automatic 7 Seats Wagon,Wagon,7.0,2017-05,2017-07,KL3CA2669HB771753,1KW4NZ,VIC,08-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.2,Diesel,Automatic,159364,km,Blue,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051289/motor-vehicles-motor-cycles/2017-holden-captiva-7-ls-2wd-cg-ii-turbo-diesel-automatic-7-seats-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1042 (350602)",0.0,,,Dents or marks on body consistent with age and kilometres.,referred
