year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,bids,price,date_sold
2008,NISSAN,Patrol,ST-S 3.0 GU II,Wagon,Manual,Diesel,234114,7.0,JN1TESY61A0403482,1EA6ZT,Unregistered,4,3.0,White,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21058980/motor-vehicles-motor-cycles/2008-nissan-patrol-st-s-3-0-gu-ii-turbo-diesel-manual-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Rhr wheel arch
Corrosion visible Various Panels.
One Seat Removed",110,"$10,200",11 November 2025
2007,NISSAN,X-trail,ST T30,Wagon,Manual,Petrol,249154,5.0,JN1TBNT30A0214723,RO12330,18-01-2026,4,2.5,Silver,Grey,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9064960/motor-vehicles-motor-cycles/2007-nissan-x-trail-st-t30-manual-wagon,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Engine Oil Leak
Corrosion visible Driver Back Door
Back Bumper, Front Bumper Slight Disjointed Cracked bumper.
Engine idling rough
Medium Dent on Rear Bumper Passenger Side
Paint peeling Paint peeling Driver Side Mirror, Rear Bumper, Roof
Front Seat worn drivers
Paint fading various panels",14,$909,11 November 2025
2006,NISSAN,X-trail,ST T30,Wagon,Automatic,Petrol,237265,5.0,JN1TBNT30A0212604,UQG987,02-03-2026,4,2.5,Silver,Multi,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059117/motor-vehicles-motor-cycles/2006-nissan-x-trail-st-t30-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Dent, ScratchVarious Panels.
Drivers Seat worn.
Large Dent on rear bumper",41,"$2,809",11 November 2025
2006,KIA,K2700,mobile food and drinks delivery TU,Cab Chassis,Manual,Diesel,322512,3.0,KNCSE011267152228,MY14047,Unregistered,4,2.7,White,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9064751/motor-vehicles-motor-cycles/2006-kia-k2700-mobile-food-and-drinks-delivery-tu-manual-cab-chassis,"Other Warning light ON
Door card Worn.
Front Seat worn Both seats
Seat Torn Drivers seat
Corrosion visible Various parts of vehicle
Dents or marks on body consistent with age and kilometres.
Medium Scuff on Various panels
Windscreen Chipped or Cracked.",1,"$8,850",29 October 2025
2007,KIA,Grand,Carnival (EX) VQ,People Mover,Automatic,Petrol,262007,8.0,KNAMB763386211174,No plates,Unregistered,6,3.8,Blue,Grey,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50517180/motor-vehicles-motor-cycles/2007-kia-grand-carnival-ex-vq-auto-8-seats-people-mover,"Gear Knob Broken
Door card Damaged.
Large Scratch on LH rear door, LH rear guard, RH front door and RH rear guard
Body/panel damage RH front guard and front bumper
Large Dent on LH rear door and rear guard
Paint cracked Rear bumper
Medium Scuff on Rear bumper
Engine light ON
Damaged Left and right taillight
Paint peeling RH front and rear door handles",6,$409,29 October 2025
2010,HYUNDAI,I30,SLX FD,Hatchback,Automatic,Diesel,159900,5.0,KMHDC51TMBU282256,XZR871,12-01-2026,4,1.6,White,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058567/motor-vehicles-motor-cycles/2010-hyundai-i30-slx-fd-turbo-diesel-automatic-hatchback,"Door card Damaged.
Dents or marks on body consistent with age and kilometres.
Large Dent on Lhr door
Paint peeling Around vehicle",47,"$4,309",29 October 2025
2011,HYUNDAI,I30cw,SX FD,Wagon,Automatic,Petrol,227705,5.0,KMHDB81EMCU141966,No plates,Unregistered,4,2.0,Red,Black,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517218/motor-vehicles-motor-cycles/2011-hyundai-i30cw-sx-fd-automatic-wagon,"Engine light ON
Dents or marks on body consistent with age and kilometres.
Paint peeling LH side mirror, rear bumper
Windscreen Chipped or Cracked.",6,"$1,300",29 October 2025
2013,MITSUBISHI,Outlander,ASPIRE 4WD ZJ T D,Wagon,Automatic,Diesel,255297,7.0,JMFXLGF6WEZ000265,1CJ8GJ,14-07-2026,4,2.3,Dark Blue,Black Leather,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21058573/motor-vehicles-motor-cycles/2013-mitsubishi-outlander-aspire-4wd-zj-t-d-auto-7-seats-wagon-comp2014,"Seat Torn Drivers and passengers
Carpet worn in places.
Dents or marks on body consistent with age and kilometres.
Large Scratch on Around vehicle
Large Dent on Right rear quarter
Medium Scuff on various panels",54,"$3,309",29 October 2025
2014,MITSUBISHI,Outlander,ASPIRE PHEV 4WD ZJ Direct Drive,Wagon,Automatic,Hybrid,152985,5.0,JMFXDGG2WEZ000168,1EME505,07-01-2026,4,2.0,Light Blue,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9064729/motor-vehicles-motor-cycles/2014-mitsubishi-outlander-aspire-phev-4wd-zj-direct-drive-wagon,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Dent on Various panels
Sticker marks Front left quater
Medium Scratch on Various panels
Front Seat worn Drivers seat",82,"$8,000",29 October 2025
2016,MITSUBISHI,Lancer,ES SPORT CF,Sedan,CVT,Petrol,169486,5.0,JMFSTCY4AHU001525,1SX6XO,15-01-2026,4,2.0,Grey,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058585/motor-vehicles-motor-cycles/2016-mitsubishi-lancer-es-sport-cf-cvt-sedan,"Dents or marks on body consistent with age and kilometres.
Front Seat Marks drivers",131,"$10,450",29 October 2025
2001,MITSUBISHI,Lancer,GLI 1.5 CE,Coupe,Automatic,Petrol,155288,5.0,JMFDRCJ2A2U000670,RJX077,15-01-2026,4,1.5,Black,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058565/motor-vehicles-motor-cycles/2001-mitsubishi-lancer-gli-1-5-ce-automatic-coupe,"Paint peeling Around vehicle
Medium Scratch on Around vehicle
Dents or marks on body consistent with age and kilometres.",16,"$1,750",29 October 2025
2015,MAZDA,Cx-5,Grand Touring KE,Wagon,Automatic,Diesel,189172,5.0,JM0KE102200315980,1EUQ060,23-12-2025,4,2.2,White,Black Leather,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9064757/motor-vehicles-motor-cycles/2015-mazda-cx-5-grand-touring-ke-turbo-diesel-automatic-wagon,"Seat Torn Driver
Paint cracked Rear bumper
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Paint cracked RH rear quarter panel
Engine requires attention.",70,"$7,000",29 October 2025
2007,MAZDA,Cx-7,Luxury,Wagon,Automatic,Petrol,179355,5.0,JM0ER103180106885,1CRP826,23-12-2025,4,2.3,White,Black Leather,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9064700/motor-vehicles-motor-cycles/2007-mazda-cx-7-luxury-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Front Seat worn Slightly Worn Driver Seat, Small Hole in Passenger Seat.
Corrosion visible Specs in Paint on Body
Windscreen Chipped or Cracked.",35,"$2,609",29 October 2025
2001,SUBARU,Outback,Limited B3A,Wagon,Automatic,Petrol,205047,5.0,JF2BH9KRA2G042837,1RP8JS,07-04-2026,4,2.5,White,Black Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21058577/motor-vehicles-motor-cycles/2001-subaru-outback-limited-b3a-automatic-wagon,"Seat Torn Drivers
Medium Scuff on Various panels around vehicle
Rear bumper Cracked bumper.
Medium Dent on RHR quarter
Corrosion visible Various panels around vehicle
Back & Front Seats worn.
Door card Worn.",28,"$1,909",29 October 2025
2017,SUBARU,Xv,2.0i-PREMIUM G5X,Hatchback,CVT,Petrol,258698,5.0,JF1GT7KL5JG019701,1LO2YO,17-11-2025,4,2.0,Silver,Grey,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058529/motor-vehicles-motor-cycles/2017-subaru-xv-2-0i-premium-g5x-cvt-hatchback,"Other Warning light ON
Medium Scratch on Front bumper
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.",64,"$8,000",29 October 2025
2000,TOYOTA,Camary,,Sedan,Automatic,Petrol,227509,5.0,GT153XK200X586687,1cg7ef,Unregistered,6,3.0,White,Grey,Yes,Yes,No,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058574/motor-vehicles-motor-cycles/2000-toyota-camary-automatic-sedan,"Door Mirror Broken Driver side
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Front bumper
Engine light ON",6,$509,29 October 2025
2009,FORD,Focus,LX LV,Hatchback,Manual,Petrol,117404,5.0,AFAUXXMJDU9U00255,1GCZ562,19-02-2026,4,2.0,Grey,Black,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9064697/motor-vehicles-motor-cycles/2009-ford-focus-lx-lv-manual-hatchback,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Various panels
Windscreen Chipped or Cracked.
Paint fading Various panels
Gear Knob Broken
Door card Damaged.",36,"$2,409",29 October 2025
2006,TOYOTA,Estima,,,Automatic,Petrol,233364,8.0,6U900GSR507005148,No plates,Unregistered,6,3.5,Silver,Grey,Yes,Yes,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50713496/motor-vehicles-motor-cycles/2006-toyota-estima-automatic-8-seats,"Front Seat worn Both
Back Seat worn.
Dents or marks on body consistent with age and kilometres.
Medium Scuff on rhr bumper,
Medium Dent on lhr guard,
Paint fading front bumper, rear bumper,
Hail damage visible.",35,"$3,000",29 October 2025
2011,NISSAN,Elgrand,Private Import,Wagon,Automatic,Petrol,178251,7.0,6U9000PNE52003409,1SM9RY,Unregistered,6,3.5,White,Black Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21058579/motor-vehicles-motor-cycles/2011-nissan-elgrand-automatic-private-import-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on bumper",32,"$6,600",29 October 2025
2010,TOYOTA,Camry,HYBRID LUXURY AHV40R,Sedan,CVT,Petrol,197198,5.0,6T153FK400X222917,XTD925,26-08-2026,4,2.4,White,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21058575/motor-vehicles-motor-cycles/2010-toyota-camry-hybrid-luxury-ahv40r-cvt-sedan,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Rear Cracked bumper.
Medium Dent on Around vehicle
Medium Scuff on Front bumper",100,"$6,809",29 October 2025
2012,HOLDEN,Cruze,SRI JH,Sedan,Automatic,Petrol,64062,5.0,6G1PE5E87CL651426,No plates,Unregistered,4,1.4,Silver,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21058588/motor-vehicles-motor-cycles/2012-holden-cruze-sri-jh-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Front Seat worn driver seat
Paint fading on side mirrors",49,"$2,409",29 October 2025
2012,HOLDEN,Cruze,CD JH,Sedan,Manual,Petrol,216868,5.0,6G1PD5E56CL652706,1DYM774,16-11-2025,4,1.8,Blue,Black,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9064695/motor-vehicles-motor-cycles/2012-holden-cruze-cd-jh-manual-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Various panels
Paint fading Various panels
Door card Worn.
Controls Broken Various interior buttons worn
Windscreen Chipped or Cracked.
Front Seat Marks Both seats
Traction control light ON
Traction and ABS light needs module
Medium Dent on Passenger rear door
Seat Torn Drivers seat
Paint peeling various panels",11,$809,29 October 2025
2014,FORD,Territory,TX SZ 92 347 Klms,Wagon,Automatic,Diesel,92347,7.0,6FPAAAJGATES60156,No plates,Unregistered,6,2.7,White,Grey,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50517184/motor-vehicles-motor-cycles/2014-ford-territory-tx-sz-turbo-diesel-automatic-7-seats-wagon-92-347-klms,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Large Scuff on lhf bumper plus guard",138,"$9,200",29 October 2025
2016,KIA,Sportage,Si QL,Wagon,Automatic,Petrol,175061,5.0,KNAPM81AMG7090835,1HH2LA,19-05-2026,4,2.0,Red,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21058660/motor-vehicles-motor-cycles/2016-kia-sportage-si-ql-automatic-wagon,"Minor Windscreen Chip.
Dents, Scratches and Marks on body consistent with age and kilometres.",88,"$8,800",30 October 2025
2009,NISSAN,Murano,TI Z51,Wagon,CVT,Petrol,160961,5.0,JN1TANZ51A0001324,1DCK261,24-12-2025,6,3.5,White,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9064778/motor-vehicles-motor-cycles/2009-nissan-murano-ti-z51-cvt-wagon,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Traction control light ON
Door card Worn.
Medium Dent on Rear bumper
Front Seat worn Both seats
Other Warning light ON",19,"$2,000",30 October 2025
2011,NISSAN,X-trail,ST-L T31,Wagon,CVT,Petrol,253143,5.0,JN1TANT31A0110896,C95SH,Unregistered,4,2.5,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058653/motor-vehicles-motor-cycles/2011-nissan-x-trail-st-l-t31-cvt-wagon,"Carpet worn in places.
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle",40,"$3,000",30 October 2025
2013,MAZDA,Cx-5,Maxx Sport KE,Wagon,Automatic,Diesel,200966,5.0,JM0KE102100200489,ZQF879,13-09-2026,4,2.2,Black,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21058679/motor-vehicles-motor-cycles/2013-mazda-cx-5-maxx-sport-ke-turbo-diesel-automatic-wagon,"Carpet worn in places.
Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Large Dent on Front and rear bumpers
Medium Scratch on Around vehicle",37,"$3,700",30 October 2025
2007,MAZDA,2,NEO POWER PACK DY,Hatchback,Automatic,Petrol,197945,5.0,JM0DY10Y270215062,1VT3RA,21-10-2025,4,1.5,Gold,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058544/motor-vehicles-motor-cycles/2007-mazda-2-neo-power-pack-dy-automatic-hatchback,"Medium Dent, Scuff on Various panels around vehicle
Paint peeling Various panels around vehicle
Corrosion visible LHR door
Paint fading Wiper arms
Minor Windscreen Chip.",33,"$2,209",30 October 2025
2003,HONDA,Accord,Euro 7th Gen,Sedan,Automatic,Petrol,175357,5.0,JHMCL96304C200535,1JF9WY,23-12-2025,4,2.4,Blue,Black,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21058637/motor-vehicles-motor-cycles/2003-honda-accord-euro-7th-gen-automatic-sedan,"Rear Cracked bumper.
Large Scratch on Around vehicle
Medium Dent on Around vehicle
Damaged Lhr",5,"$2,600",30 October 2025
2008,SUBARU,Forester,XS Premium S3,Wagon,Automatic,Petrol,156800,5.0,JF2SH9KL59G019399,2BX3XT,26-02-2026,4,2.5,Black,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058569/motor-vehicles-motor-cycles/2008-subaru-forester-xs-premium-s3-automatic-wagon,"Door Handle Broken.
Dents or marks on body consistent with age and kilometres.
Front Cracked bumper.
Damaged Headlights hazed
Medium Scuff, Paint cracked Around vehicle
Drivers Seat Torn.",22,"$3,312",30 October 2025
2010,HOLDEN,Commodore,SV6 VE,Sedan,Automatic,Petrol,239541,5.0,6G1EK5EV9BL504853,Unlicensed - Plates to be removed,Unregistered,6,3.6,Blue,Black,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9064779/motor-vehicles-motor-cycles/2010-holden-commodore-sv6-ve-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Door card Worn.
Front Seat Marks Both seats
Back Seat Marks.
Damaged Drivers rear
Medium Scuff on Various panels
Rear bumper has hole in drivers side Cracked bumper.
Large Scuff on Drivers rear door
Paint fading Various panels",15,"$2,900",30 October 2025
2012,FORD,Territory,TX SZ,Wagon,Automatic,Diesel,294671,5.0,6FPAAAJGATCY95003,ZLR496,07-02-2026,6,2.7,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21058684/motor-vehicles-motor-cycles/2012-ford-territory-tx-sz-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various Panels.
Front Cracked bumper.",53,"$3,600",30 October 2025
2014,JEEP,Patriot,Blackhawk LE MK,Wagon,CVT,Petrol,196459,5.0,1C4NJPDA5FD160620,1UV3XV,30-06-2026,4,2.0,White,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058630/motor-vehicles-motor-cycles/2014-jeep-patriot-blackhawk-le-mk-cvt-wagon,Dents or marks on body consistent with age and kilometres.,44,"$3,609",30 October 2025
2016,JEEP,Renegade,75TH ANNIVERSARY BU,Wagon,Automatic,Petrol,137594,5.0,1C4BU0000GPD11896,2CI4CR,09-10-2025,4,1.4,Green,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058659/motor-vehicles-motor-cycles/2016-jeep-renegade-75th-anniversary-bu-automatic-wagon,Minor windscreen chip,103,"$7,400",30 October 2025
2004,JEEP,Cherokee,Limited KJ,Wagon,Automatic,Petrol,266188,5.0,1J8GM58K04W311879,1EOE728,06-01-2026,6,3.7,Silver,Black Leather,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9064774/motor-vehicles-motor-cycles/2004-jeep-cherokee-limited-kj-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Various panels
Door card Worn.
Front Seat worn Both seats
Seat Torn Front seats
Windscreen Chipped or Cracked.
Back Seat worn.
Engine light ON
Corrosion visible underbody",14,"$1,009",30 October 2025
2007,VOLVO,Xc70,SE,Wagon,Automatic,Petrol,187495,5.0,YV1SZ595771283700,ZSD057,05-08-2026,5,2.5,Grey,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21058650/motor-vehicles-motor-cycles/2007-volvo-xc70-se-automatic-wagon,"Carpet worn in places.
Seat Torn Drivers
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Front and rear bumper",22,"$1,709",30 October 2025
2008,VOLVO,Xc90,D5,Wagon,Automatic,Diesel,281613,7.0,YV1CZ714691510372,1EHN078,24-06-2026,5,2.4,White,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9064771/motor-vehicles-motor-cycles/2008-volvo-xc90-d5-turbo-diesel-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Various panels
Front Seat worn Both seats
Door card Worn.
Windscreen Chipped or Cracked.
Hood Lining Sagging
Traction control light ON
Other Warning light ON
Back Seat worn.",29,"$2,500",30 October 2025
2012,VOLKSWAGEN,Cc,125TDI 3CC,Coupe,Automatic,Diesel,198210,5.0,WVWZZZ3CZCE716155,ZOG003,25-02-2026,4,2.0,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21058518/motor-vehicles-motor-cycles/2012-volkswagen-cc-125tdi-3cc-turbo-diesel-automatic-coupe,"Drivers seat cracked on side
Dents or marks on body consistent with age and kilometres.
Rear Cracked bumper.",66,"$5,954",30 October 2025
2010,VOLKSWAGEN,Passat,125TDI 3C,Wagon,Automatic,Diesel,206960,5.0,WVWZZZ3CZAE197535,XYF516,15-11-2025,4,2.0,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058678/motor-vehicles-motor-cycles/2010-volkswagen-passat-125tdi-3c-turbo-diesel-automatic-wagon,"Engine light ON
Traction control light ON
Other Warning light ON
Hood Lining Sagging
Dents or marks on body consistent with age and kilometres.
Medium Scuff on B-Pillar",17,"$1,109",30 October 2025
2018,VOLKSWAGEN,Tiguan,132TSI COMFORTLINE MK2 (luxury pack),Wagon,Automatic,Petrol,72006,5.0,WVGZZZ5NZJW399898,1YU9HU,19-10-2025,4,2.0,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21058491/motor-vehicles-motor-cycles/2018-volkswagen-tiguan-132tsi-comfortline-mk2-automatic-wagon,Dents or marks on body consistent with age and kilometres.,195,"$17,400",30 October 2025
2012,FORD,Mondeo,LX MC,Wagon,Automatic,Diesel,189848,5.0,WF0GXXGBBGCR58551,YZW886,10-01-2026,4,2.0,White,Multi,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21058656/motor-vehicles-motor-cycles/2012-ford-mondeo-lx-mc-turbo-diesel-automatic-wagon,"Carpet worn in places.
Drivers Seat stains.
Windscreen Chip.
Dents or marks on body consistent with age and kilometres.
Medium Dent on Front left fender",34,"$2,409",30 October 2025
2010,MERCEDES,Benz,C200 CGI W204,Sedan,Automatic,Petrol,142035,5.0,WDD2040482A440329,FHY49D,Unregistered,4,1.8,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21058681/motor-vehicles-motor-cycles/2010-mercedes-benz-c200-cgi-w204-automatic-sedan,"Engine Smoke visible
Dents or marks on body consistent with age and kilometres.
Large Scratch on Bonnet",32,"$2,109",30 October 2025
2011,MERCEDES,Benz,C250 BE AVANTGARDE W204,Sedan,Automatic,Petrol,136818,5.0,WDD2040472A538142,1QF5TL,02-12-2025,4,1.8,Black,Black Leather,Yes,Yes,No,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058629/motor-vehicles-motor-cycles/2011-mercedes-benz-c250-be-avantgarde-w204-automatic-sedan,Dents or marks on body consistent with age and kilometres.,98,"$6,500",30 October 2025
1998,MERCEDES,Benz,E240 Classic W210,Sedan,Automatic,Petrol,272412,5.0,WDB2100612A786341,1BCE041,22-11-2025,6,2.4,White,Tan Leather,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9064789/motor-vehicles-motor-cycles/1998-mercedes-benz-e240-classic-w210-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Suspension requires attention
Windscreen Chipped or Cracked.
Door card Worn.
Door Mirror Broken Passenger side mirror
Dash Torn or Cracked
Seat Torn Drivers seat
Corrosion visible various areas
Paint cracked various panels
rear bumper Cracked bumper.",11,$909,30 October 2025
