year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,bids,price,date_sold,odo_suspect,canonical_tag,canonical_reason,price_numeric,price_text,bids_numeric
2017,TOYOTA,Hilux,4x4 SR GUN126R,Crew Cab Chassis,Automatic,Diesel,76690,5.0,MR0KA3CD401206973,No plates,Unregistered,4,2.8,White,Grey,Yes,Yes,No,No,Yes,NSW,https://www.grays.com/lot/0001-10351498/motor-vehicles-motor-cycles/2017-toyota-hilux-4x4-sr-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Wear and tear on interior consistent with age and use
Interior heavily stained
Dents and marks on body consistent with age and kilometers travelled
Left side tyres flat
Extensive corrosion including structural
Odometer discrepency detected
Gearbox requires attention
Non runner tow away only",171,15400,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2018,TOYOTA,Camry,SX ASV70R,Sedan,Automatic,Petrol,276950,5.0,JTNBF3HK603004689,1UG2HW,02-02-2026,4,2.5,White,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059438/motor-vehicles-motor-cycles/2018-toyota-camry-sx-asv70r-automatic-sedan,"Windscreen Chipped or Cracked.
Door Mirror Broken Passenger
Damaged Rhr
Dents or marks on body consistent with age and kilometres.
Medium Scuff on various panels
Interior: Wear and tear consistent with age and kilometres travelled.
Interior: Wear and tear consistent with age and kilometres travelled.",108,13300,2025-11-19,0,toyota_camry_sedan_petrol_auto_ascent_sport_fwd_2018_2023,[OK],,,
2010,TOYOTA,Corolla,LEVIN ZR ZRE152R,Hatchback,Automatic,Petrol,250966,5.0,JTNKU56E601141027,ZPM818,07-05-2026,4,1.8,White,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21059493/motor-vehicles-motor-cycles/2010-toyota-corolla-levin-zr-zre152r-automatic-hatchback,"Seat Torn Drivers
Tailgate Door not Working
Paint peeling, cracked Front and Rear bumber
Scuffs Around vehicle
Damaged Lh tail light",46,3700,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2010,TOYOTA,Camry,Hybrid AHV40R,Sedan,CVT,Hybrid,197310,5.0,6T153FK400X225831,No Plates,Unregistered,4,2.4,Silver,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21059460/motor-vehicles-motor-cycles/2010-toyota-camry-hybrid-ahv40r-cvt-sedan,"Dents or marks on body consistent with age and kilometres.
Front bumper Cracked bumper.
Rear bumper Cracked bumper.
Medium Scuff on various areas",76,6709,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2021,TOYOTA,Camry,Ascent AXVA70R,Sedan,Automatic,Petrol,127867,5.0,JTNB13HK803151983,DB62ZK,Unregistered,4,2.5,White,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10351477/motor-vehicles-motor-cycles/2021-toyota-camry-ascent-axva70r-automatic-8-speed-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,261,19100,2025-11-19,0,toyota_camry_sedan_petrol_auto_ascent_fwd_2018_2023,[OK],,,
2004,TOYOTA,Tarago,GLI ACR30R,People Mover,Automatic,Petrol,346827,8.0,JTEGD32M400308935,WHR348,06-03-2026,4,2.4,White,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059455/motor-vehicles-motor-cycles/2004-toyota-tarago-gli-acr30r-automatic-8-seats-people-mover,"Door card Damaged.
Seat Torn Both front seats
Marks in boot
Medium Dent on Some Places
Medium Scratch on Some Places
Medium Scuff on Some Places
Engine idling rough
Electrical Issues - Flat Battery. Tilt tray required for collection.",7,609,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2006,TOYOTA,Corolla,Ascent ZZE122R,Sedan,Automatic,Petrol,260672,5.0,JTDBR22E600254136,UFM212,16-12-2025,4,1.8,White,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059468/motor-vehicles-motor-cycles/2006-toyota-corolla-ascent-zze122r-automatic-sedan,"Front Seat Stains Both
Large Scuff on All around vehicle
Medium Dent on Passenger side back door
Corrosion visible Passenger side back door",21,1809,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2003,TOYOTA,Landcruiser,Prado Grande GRJ120R,Wagon,Automatic,Petrol,408276,8.0,JTEBU25J400013386,SJJ240,09-07-2026,6,4.0,Gold,Tan Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21059489/motor-vehicles-motor-cycles/2003-toyota-landcruiser-prado-grande-grj120r-automatic-8-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Paint fading All around vehicle
Seat Torn Driver seat, All seats worn
Medium Scratch on Bonnet
Corrosion visible various spots",62,4809,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1995,TOYOTA,Landcruiser,GXL FZJ80,Wagon,Automatic,Petrol,411208,8.0,JT711UJ8008021388,QPF045,11-01-2026,6,4.5,Red,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059503/motor-vehicles-motor-cycles/1995-toyota-landcruiser-gxl-fzj80-automatic-8-seats-wagon,"Seat Torn Driver seat
Seat Torn Back seats
Dents or marks on body consistent with age and kilometres.
Large Scuff on Back wheel arch
Large Scuff on Boot door
Damaged Rear passenger side reverse light
Large Scuff on Front wheel arch",68,5800,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2009,TOYOTA,Corolla,Ascent ZRE152R,Sedan,Automatic,Petrol,179531,5.0,JTNBU52E50J039109,YPI863,15-11-2025,4,1.8,Red,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21059504/motor-vehicles-motor-cycles/2009-toyota-corolla-ascent-zre152r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Paint peeling Sun damage, bubbling and peeling all over",30,4200,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Kluger,4X2 KX-R GSU40R,Wagon,Automatic,Petrol,231888,5.0,JTEDS41A702059170,WNJ669,23-07-2026,6,3.5,Silver,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21059531/motor-vehicles-motor-cycles/2008-toyota-kluger-4x2-kx-r-gsu40r-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle
Medium Dent on rear bumper",85,5600,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2016,TOYOTA,Landcruiser,Prado GXL GDJ150R TD AT,Wagon,Automatic,Diesel,231301,7.0,JTEBR3FJ20K031234,No plates,Unregistered,4,2.8,White,Black Leather,Yes,Yes,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50517388/motor-vehicles-motor-cycles/2016-toyota-landcruiser-prado-gxl-gdj150r-td-at-7-seats-wagon,"Front Seat worn Both
Dents or marks on body consistent with age and kilometres.
Back Seat worn.
Medium Scuff on Front bumper, rear bumper",329,23300,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2015,TOYOTA,Corolla,LEVIN SX ZRE182R,Hatchback,CVT,Petrol,184627,5.0,JTNKU3JE40J092356,No plates,Unregistered,4,1.8,White,Grey,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517392/motor-vehicles-motor-cycles/2015-toyota-corolla-levin-sx-zre182r-cvt-hatchback,"Front Seat worn Both
Dents or marks on body consistent with age and kilometres.
Large Scuff on Rear bumper, front bumper,
Transmission whine when warm
Large Dent on lhr guard, hatch",112,9000,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2009,TOYOTA,Hilux,4X2 WORKMATE TGN16R,Cab Chassis,Automatic,Petrol,293669,2.0,MR0CX12G700048864,DG03BS,8/1/26,4,2.7,Silver,Grey,Yes,Yes,No,No,Yes,NSW,https://www.grays.com/lot/0001-5061626/motor-vehicles-motor-cycles/2009-toyota-hilux-4x2-workmate-tgn16r-automatic-cab-chassis,Please refer to the photos or arrange inspection to view the condition of this vehicle.,77,4609,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2001,TOYOTA,Hilux,DBLE 4X4 Dual,Dual Cab,Manual,Diesel,378849,5.0,MR033LNG907817333,No plates,Unregistered,4,3.0,White,Grey,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50713663/motor-vehicles-motor-cycles/2001-toyota-hilux-dble-cab-4x4-manual-dual-cab,"Seat Torn RHF
Dents or marks on body consistent with age and kilometres.
Medium Dent on Roof
Paint fading Various panels
Glovebox Would not Open/Close",94,5900,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Hilux,SR5 (4x4) KUN26R Dual,Dual Cab,Automatic,Diesel,408708,5.0,MR0FZ29G901709940,No plates,Unregistered,4,3.0,Champagne,Grey,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50713665/motor-vehicles-motor-cycles/2007-toyota-hilux-sr5-4x4-kun26r-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Paint fading Various panels
Medium Scratch on RHR flare, RHR guard and tailgate
Large Scuff on Lhr flare and lh tail light
Medium Dent on Lh c- pillar and tailgate.
Large Dent on RHR corner of tub
Damaged Rh tail light
Large Dent on Rear bumper bar",88,7500,2025-11-19,0,toyota_hilux_dualcab_ute_diesel_auto_sr5_4x4_2005_2014,[OK],,,
2010,TOYOTA,Hilux,SR (4x4) KUN26R,Crew Cab Chassis,Manual,Diesel,259096,5.0,MR0FZ22G401036338,No plates,Unregistered,4,3.0,White,Grey,Yes,Yes,No,Partial,Yes,QLD,https://www.grays.com/lot/0001-50713672/motor-vehicles-motor-cycles/2010-toyota-hilux-sr-4x4-kun26r-turbo-diesel-manual-crew-cab-chassis,"Engine Oil Leak
Dents or marks on body consistent with age and kilometres.
Front Seat worn Both
Back Seat Stains.
Medium Dent on lhr guard,
Large Scuff on lhf bumper,
Paint peeling bonnet",161,11900,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Kluger,4X4 KX-R GSU45R,Wagon,Automatic,Petrol,342127,7.0,JTEES41A802056833,No plates,Unregistered,6,3.5,Blue,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049601/motor-vehicles-motor-cycles/2007-toyota-kluger-4x4-kx-r-gsu45r-automatic-7-seats-wagon,"Engine light ON
Traction control light ON",33,2109,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2020,TOYOTA,Hilux,4x4 SR GUN126R,Crew Cab Chassis,Automatic,Diesel,224832,5.0,MR0KA3CD201250471,1IEU024,23-11-2025,4,2.8,White,Black,Yes,No,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9065209/motor-vehicles-motor-cycles/2020-toyota-hilux-4x4-sr-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Door card Damaged.
Windscreen Chipped or Cracked.
Corrosion visible various parts
Seat Torn Driver seat",298,26400,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2009,TOYOTA,Aurion,AT-X GSV40R,Sedan,Automatic,Petrol,290676,5.0,6T153KK400X327686,1DDS451,29-11-2025,6,3.5,White,Black,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9065212/motor-vehicles-motor-cycles/2009-toyota-aurion-at-x-gsv40r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Engine light ON
Other Warning light ON
Front Seat Stains Both seats
Front Seat worn Both seats
Front bumper Cracked bumper.
Medium Scuff on Bumpers
Traction control light ON
Corrosion visible various areas",14,1500,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Hilux,SR (4x4) KUN26R,Cab Chassis,Manual,Diesel,237713,3.0,MR0DZ22G200012732,1DTB198,15-01-2026,4,3.0,White,Black Leather,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9065214/motor-vehicles-motor-cycles/2008-toyota-hilux-sr-4x4-kun26r-turbo-diesel-manual-cab-chassis,"Door card Worn.
Seat Torn All seats
Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Corrosion visible Tray area
Engine Smoke visible
Paint peeling various areas",70,7511,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2000,TOYOTA,Camry,CSI MCV20R,Sedan,Automatic,Petrol,427809,5.0,6T153XK200X591891,1AXI893,10-01-2026,6,3.0,Silver,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9065216/motor-vehicles-motor-cycles/2000-toyota-camry-csi-mcv20r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Door card Worn.
Windscreen Chipped or Cracked.
Paint fading B pillar
Paint cracked Rear bumper
Medium Scuff on Front bumper
Medium Scuff on Rear passenger door
Medium Dent on Rear drivers quarter panel",14,750,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2004,TOYOTA,Camry,Altise ACV36R,Sedan,Automatic,Petrol,371976,5.0,6T153BK360X068882,1GFM024,Unregistered,4,2.4,Gold,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9065222/motor-vehicles-motor-cycles/2004-toyota-camry-altise-acv36r-automatic-sedan,"Paint fading Various Panels
Front Seat worn Driver
Dents or marks on body consistent with age and kilometres.
Medium Scuff on Passenger Doors",6,809,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2017,TOYOTA,Rav,4 FWD GXL ZSA42R,Wagon,CVT,Petrol,147139,5.0,JTMWDREV00J108068,CGG758G,21-11-2025,4,2.0,White,Black,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9065226/motor-vehicles-motor-cycles/2017-toyota-rav-4-fwd-gxl-zsa42r-cvt-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Front drivers quarter
Windscreen Chipped or Cracked.
Door card Worn.
Medium Scuff on Rear bumper
Front Seat worn driver seat",188,15020,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2022,TOYOTA,Hiace,GDH320R,Bus,Automatic,Diesel,79998,12.0,JTFHB8CP206034692,1HPV306,09-03-2026,4,2.8,White,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9065255/motor-vehicles-motor-cycles/2022-toyota-hiace-gdh320r-turbo-diesel-automatic-12-seats-bus,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Scratch on Various panels
Medium Dent on Various panels
Corrosion visible various areas",117,36000,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2022,TOYOTA,Hiace,GDH320R,Bus,Automatic,Diesel,55060,12.0,JTFHB8CP606033903,1HOO271,25-07-2026,4,2.8,White,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9065257/motor-vehicles-motor-cycles/2022-toyota-hiace-gdh320r-turbo-diesel-automatic-12-seats-bus,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Scratch on Various panels
Medium Dent on Various panels
Corrosion visible various areas",209,35700,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2016,TOYOTA,Hilux,4x4 SR GUN126R,Crew Cab Chassis,Automatic,Diesel,212233,5.0,MR0KA3CD901304011,1GEN954,03-09-2026,4,2.8,White,Black,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9065275/motor-vehicles-motor-cycles/2016-toyota-hilux-4x4-sr-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Door card Worn.",234,21300,2025-11-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2010,TOYOTA,Aurion,AT-X GSV40R,Sedan,Automatic,Petrol,94065,5.0,6T153KK400X337372,2CU3KL,28-09-2025,6,3.5,Brown,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21059314/motor-vehicles-motor-cycles/2010-toyota-aurion-at-x-gsv40r-automatic-sedan,"Medium Scratch on Around vehicle
Dents or marks on body consistent with age and kilometres.
Paint peeling various panels",82,8200,2025-11-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2020,TOYOTA,Hiace,GDH320R,Bus,Automatic,Diesel,90779,12.0,JTFHB8CP706021579,1HFW252,28-04-2026,4,2.8,White,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9065280/motor-vehicles-motor-cycles/2020-toyota-hiace-gdh320r-turbo-diesel-automatic-12-seats-bus,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Dent on Various panels
Medium Scratch on Various panels
Corrosion visible various areas",183,38300,2025-11-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2021,TOYOTA,Hiace,GDH320R,Bus,Automatic,Diesel,95002,12.0,JTFHB8CP606031052,1HNY154,10-06-2026,4,2.8,White,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9065281/motor-vehicles-motor-cycles/2021-toyota-hiace-gdh320r-turbo-diesel-automatic-12-seats-bus,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Dent on Various panels
Medium Scratch on Various panels
Corrosion visible various areas",318,38700,2025-11-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2022,TOYOTA,Hiace,GDH320R,Bus,Automatic,Diesel,47455,12.0,JTFHB8CP006036831,1HRH101,24-08-2026,4,2.8,White,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9065282/motor-vehicles-motor-cycles/2022-toyota-hiace-gdh320r-turbo-diesel-automatic-12-seats-bus,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Dent on Various panels
Medium Scratch on Various panels
Corrosion visible underbody",323,43100,2025-11-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2022,TOYOTA,Hiace,GDH320R,Bus,Automatic,Diesel,69000,12.0,JTFHB8CPX06034813,1HPV382,16-03-2026,4,2.8,White,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9065284/motor-vehicles-motor-cycles/2022-toyota-hiace-gdh320r-turbo-diesel-automatic-12-seats-bus,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Dent on Various panels
Medium Scratch on Various panels
Corrosion visible various areas",167,43100,2025-11-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2005,TOYOTA,Rav,4 CV ACA33R,Wagon,Automatic,Petrol,308634,5.0,JTMBD33V105002848,1IGE648,15-12-2025,4,2.4,Silver,Black,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9065301/motor-vehicles-motor-cycles/2005-toyota-rav-4-cv-aca33r-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Various panels
Paint fading Various panels
Door card Worn.
Front Seat Marks Both seats
Damaged Passenger side indicator missing
Windscreen Chipped or Cracked.
Medium Dent on various panels
Back Seat Marks.",25,1709,2025-11-20,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Hilux,SR (4x4) KUN26R Dual,Cab Chassis,Manual,Diesel,310783,5.0,MR0FZ22G801152304,No Plates,Unregistered,4,3.0,Green,Grey,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10351519/motor-vehicles-motor-cycles/2007-toyota-hilux-sr-4x4-kun26r-turbo-diesel-manual-dual-cab,"Please refer to the photos or arrange inspection to view the condition of this vehicle.
Weak Battery.",80,5700,2025-11-23,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2012,TOYOTA,Corolla,Ascent Sport ZRE182R,Hatchback,Manual,Petrol,175619,5.0,JTNKU3JEX0J005205,1RJ9KA,19-02-2026,4,1.8,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21059576/motor-vehicles-motor-cycles/2012-toyota-corolla-ascent-sport-zre182r-manual-hatchback,"Dents or marks on body consistent with age and kilometres.
Front Cracked bumper.
Large Dent on Around vehicle
Interior: Wear and tear consistent with age and kilometres travelled with Steering wheel worn
Interior: Wear and tear consistent with age and kilometres travelled with Steering wheel worn",36,5100,2025-11-23,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2003,TOYOTA,Rav,4 CV ACA23R,Wagon,Automatic,Petrol,218266,5.0,JTEHD20V600012146,2AK5VL,Unregistered,4,2.4,Grey,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059581/motor-vehicles-motor-cycles/2003-toyota-rav-4-cv-aca23r-automatic-wagon,"Seat Torn Driver seat
Dents or marks on body consistent with age and kilometres.
Paint fading All over vehicle
Door card Worn.
Corrosion visible Around vehicle
Large Scuff on various panels
Medium Scratch on various panels.
Get stuck in lower gear.
Requires Service.",9,709,2025-11-23,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Kluger,4X2 GRANDE GSU40R,Wagon,Automatic,Petrol,362731,7.0,JTEDS42A102066470,No plates,Unregistered,6,3.5,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049607/motor-vehicles-motor-cycles/2008-toyota-kluger-4x2-grande-gsu40r-automatic-7-seats-wagon,Engine noise observed.,34,2300,2025-11-24,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2005,TOYOTA,Corolla,Ascent ZZE122R,Hatchback,Manual,Petrol,293735,5.0,JTDKR23E402035615,No plates,Unregistered,4,1.8,Black,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049615/motor-vehicles-motor-cycles/2005-toyota-corolla-ascent-zze122r-manual-hatchback,"Engine noise observed.
Power Steering Leak.",18,1309,2025-11-24,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2010,TOYOTA,Corolla,Ascent ZRE152R,Sedan,Automatic,Petrol,217018,5.0,JTNBU52E80J056129,YCR615,13-12-2025,4,1.8,White,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059627/motor-vehicles-motor-cycles/2010-toyota-corolla-ascent-zre152r-automatic-sedan,"Air Conditioning
CD Player
Central Locking
Driver Airbag
Electric Windows
Park Distance Control Rear
Power Steering
Crash Test Star Rating 5
Location: 140-152 National Drive, Dandenong South, VIC, 3175
Key No: 464 (363761)",50,5100,2025-11-24,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1998,TOYOTA,Corolla,CSI SECA CONQUEST AE102,Hatchback,Automatic,Petrol,269508,5.0,6T154AEA20D809359,PBZ404,29-07-2026,4,1.8,Green,Grey,Yes,Yes,No,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059658/motor-vehicles-motor-cycles/1998-toyota-corolla-csi-seca-conquest-ae102-automatic-hatchback,"Front and back seat stains
Windscreen Chipped or Cracked.
Paint peeling, Corrosion Various areas
Dents or marks on body consistent with age and kilometres.
Hood Lining Sagging
Large Dent on right front side panel",4,400,2025-11-24,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2001,TOYOTA,Landcruiser,GXL FZJ105R,Wagon,Automatic,Petrol,445301,8.0,JTECJ09J305502649,DP33GW,Unregistered,6,4.5,Blue,Grey,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10351603/motor-vehicles-motor-cycles/2001-toyota-landcruiser-gxl-fzj105r-automatic-8-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,33,4000,2025-11-25,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2021,TOYOTA,Hiace,SUPER LWB GDH320R,Van,Automatic,Diesel,477374,2.0,JTFLA3CP706010386,1VC5ZB,09-12-2025,4,2.8,White,Grey,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21059614/motor-vehicles-motor-cycles/2021-toyota-hiace-super-lwb-gdh320r-turbo-diesel-automatic-van,"Engine light ON
Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Seat Torn Driver seat
Front bumper Cracked bumper.
Medium Scratch on All over
Rear bumper Cracked bumper.
Rear boot door Door not Working
Large Scratch on Entire passenger side
Door Mirror Broken LH Side mirror
Windscreen Chipped or Cracked.
Damaged LH Tail light
Other Warning light ON",203,20400,2025-11-25,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
